1,1,1,600,0,99
1,2,1,600,0,99
1,3,1,600,0,11
1,4,1,600,0,11
1,5,1,600,0,11
1,6,1,600,0,11
1,7,1,600,0,11
1,8,1,600,0,11
1,9,1,600,0,11
1,10,1,600,0,11
1,11,1,600,0,11
1,12,1,600,0,10
1,13,1,600,0,11
1,14,1,600,0,11
1,15,1,600,0,11
1,16,1,600,0,11
1,17,1,600,101,2
1,18,1,600,101,2
1,19,1,600,101,2
1,20,1,600,101,2
2,1,1,600,0,99
2,2,1,600,0,99
2,3,1,600,0,11
2,4,1,600,0,11
2,5,1,600,0,10
2,6,1,600,0,10
2,7,1,600,0,11
2,8,1,600,0,10
2,9,1,600,0,10
2,10,1,600,0,11
2,11,1,600,0,11
2,12,1,600,0,10
2,13,1,600,0,11
2,14,1,600,0,11
2,15,1,600,0,11
2,16,1,600,0,11
2,17,1,600,101,10
2,18,1,600,101,2
2,19,1,600,101,2
2,20,1,600,101,2
3,1,1,600,105,1
3,2,1,600,105,1
3,3,1,600,0,30
3,4,1,600,0,30
3,5,1,600,0,0
3,6,1,600,0,0
3,7,1,600,0,0
3,8,1,600,0,0
3,9,1,600,0,0
3,10,1,600,0,0
3,11,1,600,0,0
3,12,1,600,0,99
3,13,1,600,0,0
3,14,1,600,0,0
3,15,1,600,0,0
3,16,1,600,0,0
3,17,1,600,101,2
3,18,1,600,101,2
3,19,1,600,101,2
3,20,1,600,101,2
4,1,1,600,105,1
4,2,1,600,105,1
4,3,1,600,0,30
4,4,1,600,0,30
4,5,1,600,0,0
4,6,1,600,0,0
4,7,1,600,0,0
4,8,1,600,0,0
4,9,1,600,0,20
4,10,1,600,0,20
4,11,1,600,0,20
4,12,1,600,0,99
4,13,1,600,0,20
4,14,1,600,0,20
4,15,1,600,0,20
4,16,1,600,0,20
4,17,1,600,101,2
4,18,1,600,101,2
4,19,1,600,101,2
4,20,1,600,101,2
5,1,1,600,105,1
5,2,1,600,105,1
5,3,1,600,105,1
5,4,1,600,105,1
5,5,1,600,0,0
5,6,1,600,0,0
5,7,1,600,0,0
5,8,1,600,0,0
5,9,1,600,0,20
5,10,1,600,0,20
5,11,1,600,0,20
5,12,1,600,0,99
5,13,1,600,0,20
5,14,1,600,0,20
5,15,1,600,0,20
5,16,1,600,0,20
5,17,1,600,101,2
5,18,1,600,101,2
5,19,1,600,101,2
5,20,1,600,101,2
6,1,1,600,105,1
6,2,1,600,105,1
6,3,1,600,105,1
6,4,1,600,105,10
6,5,1,600,0,0
6,6,1,600,0,0
6,7,1,600,0,0
6,8,1,600,0,0
6,9,1,600,0,20
6,10,1,600,0,20
6,11,1,600,0,20
6,12,1,600,0,99
6,13,1,600,0,20
6,14,1,600,0,20
6,15,1,600,0,20
6,16,1,600,0,20
6,17,1,600,101,2
6,18,1,600,101,2
6,19,1,600,101,2
6,20,1,600,101,2
7,1,1,600,105,1
7,2,1,600,105,1
7,3,1,600,105,1
7,4,1,600,105,10
7,5,1,600,0,0
7,6,1,600,0,0
7,7,1,600,0,0
7,8,1,600,0,0
7,9,1,600,0,20
7,10,1,600,0,20
7,11,1,600,0,20
7,12,1,600,0,99
7,13,1,600,0,20
7,14,1,600,0,20
7,15,1,600,0,20
7,16,1,600,0,20
7,17,1,600,101,2
7,18,1,600,101,2
7,19,1,600,101,2
7,20,1,600,101,2
8,1,1,600,105,1
8,2,1,600,105,1
8,3,1,600,105,1
8,4,1,600,105,1
8,5,1,600,0,0
8,6,1,600,0,0
8,7,1,600,0,0
8,8,1,600,0,0
8,9,1,600,0,20
8,10,1,600,0,20
8,11,1,600,0,20
8,12,1,600,0,20
8,13,1,600,0,20
8,14,1,600,0,20
8,15,1,600,0,20
8,16,1,600,0,20
8,17,1,600,101,2
8,18,1,600,101,2
8,19,1,600,101,2
8,20,1,600,101,2
9,1,1,600,105,1
9,2,1,600,105,1
9,3,1,600,105,1
9,4,1,600,105,1
9,5,1,600,0,0
9,6,1,600,0,0
9,7,1,600,0,0
9,8,1,600,0,0
9,9,1,600,0,20
9,10,1,600,0,20
9,11,1,600,0,20
9,12,1,600,0,20
9,13,1,600,0,20
9,14,1,600,0,20
9,15,1,600,0,20
9,16,1,600,0,20
9,17,1,600,101,10
9,18,1,600,101,2
9,19,1,600,101,2
9,20,1,600,101,2
10,1,1,600,104,3
10,2,1,600,104,3
10,3,1,600,104,3
10,4,1,600,104,10
10,5,1,600,0,0
10,6,1,600,0,0
10,7,1,600,0,0
10,8,1,600,0,0
10,9,1,600,0,0
10,10,1,600,0,0
10,11,1,600,0,0
10,12,1,600,0,0
10,13,1,600,0,0
10,14,1,600,0,0
10,15,1,600,0,0
10,16,1,600,0,0
10,17,1,600,0,0
10,18,1,600,101,10
10,19,1,600,101,2
10,20,1,600,101,2
11,1,1,600,104,3
11,2,1,600,104,3
11,3,1,600,104,3
11,4,1,600,104,10
11,5,1,600,0,0
11,6,1,600,0,0
11,7,1,600,0,0
11,8,1,600,0,0
11,9,1,600,0,0
11,10,1,600,0,0
11,11,1,600,0,0
11,12,1,600,0,0
11,13,1,600,0,0
11,14,1,600,0,0
11,15,1,600,0,0
11,16,1,600,0,0
11,17,1,600,0,0
11,18,1,600,101,10
11,19,1,600,101,2
11,20,1,600,101,2
12,1,1,600,104,3
12,2,1,600,104,3
12,3,1,600,104,3
12,4,1,600,104,3
12,5,1,600,0,0
12,6,1,600,0,0
12,7,1,600,0,0
12,8,1,600,0,0
12,9,1,600,0,0
12,10,1,600,0,0
12,11,1,600,0,0
12,12,1,600,0,0
12,13,1,600,0,0
12,14,1,600,0,0
12,15,1,600,0,0
12,16,1,600,0,0
12,17,1,600,0,0
12,18,1,600,102,1
12,19,1,600,102,1
12,20,1,600,102,1
13,1,1,600,104,3
13,2,1,600,104,3
13,3,1,600,0,21
13,4,1,600,0,21
13,5,1,600,0,0
13,6,1,600,0,0
13,7,1,600,0,0
13,8,1,600,0,99
13,9,1,600,0,99
13,10,1,600,0,99
13,11,1,600,0,24
13,12,1,600,0,24
13,13,1,600,0,0
13,14,1,600,0,0
13,15,1,600,0,0
13,16,1,600,0,0
13,17,1,600,0,0
13,18,1,600,102,10
13,19,1,600,102,1
13,20,1,600,102,1
14,1,1,600,104,3
14,2,1,600,104,3
14,3,1,600,0,21
14,4,1,600,0,21
14,5,1,600,0,0
14,6,1,600,0,0
14,7,1,600,0,0
14,8,1,600,0,22
14,9,1,600,0,22
14,10,1,600,0,99
14,11,1,600,0,24
14,12,1,600,0,24
14,13,1,600,0,0
14,14,1,600,0,0
14,15,1,600,0,0
14,16,1,600,0,0
14,17,1,600,0,0
14,18,1,600,102,10
14,19,1,600,102,1
14,20,1,600,102,1
15,1,1,600,104,3
15,2,1,600,104,3
15,3,1,600,0,21
15,4,1,600,0,21
15,5,1,600,0,0
15,6,1,600,0,0
15,7,1,600,0,0
15,8,1,600,0,22
15,9,1,600,0,22
15,10,1,600,0,21
15,11,1,600,0,21
15,12,1,600,0,0
15,13,1,600,0,0
15,14,1,600,103,10
15,15,1,600,103,3
15,16,1,600,103,3
15,17,1,600,102,10
15,18,1,600,102,1
15,19,1,600,102,1
15,20,1,600,102,1
16,1,1,600,104,3
16,2,1,600,104,3
16,3,1,600,0,21
16,4,1,600,0,21
16,5,1,600,0,0
16,6,1,600,0,0
16,7,1,600,0,0
16,8,1,600,0,99
16,9,1,600,0,99
16,10,1,600,0,21
16,11,1,600,0,21
16,12,1,600,0,0
16,13,1,600,0,0
16,14,1,600,103,3
16,15,1,600,103,3
16,16,1,600,103,3
16,17,1,600,103,3
16,18,1,600,102,1
16,19,1,600,102,1
16,20,1,600,102,1
17,1,1,600,0,23
17,2,1,600,0,23
17,3,1,600,0,23
17,4,1,600,0,23
17,5,1,600,0,0
17,6,1,600,0,0
17,7,1,600,0,0
17,8,1,600,0,23
17,9,1,600,0,23
17,10,1,600,0,21
17,11,1,600,0,21
17,12,1,600,0,22
17,13,1,600,0,0
17,14,1,600,103,3
17,15,1,600,103,3
17,16,1,600,103,3
17,17,1,600,103,3
17,18,1,600,102,1
17,19,1,600,102,1
17,20,1,600,102,1
